Country Code,IMF Country Code,Country,Indicator Type,Series Name,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
SVK,936,Slovak Republic,Inflation,Headline Consumer Price Inflation,,,,,,,,,,,,,,,,,0.5,0.2,0.2,1.3,10.4,60.5,9.9,23.3,13.4,9.8,5.8,6.1,6.7,10.6,12.0,7.3,3.1,8.6,7.5,2.7,4.5,2.8,4.6,1.6,1.0,3.9,3.6,1.4,-0.1,-0.3,-0.5,1.4,2.5,2.8,1.9,3.1,12.8
SVN,961,Slovenia,Inflation,Headline Consumer Price Inflation,,,,,,,,,,,,42.6,30.1,40.2,53.7,79.4,95.9,132.1,198.8,1281.4,552.1,114.8,209.9,31.8,21.0,13.5,9.9,8.4,7.9,6.2,8.9,8.4,7.5,5.5,3.6,2.5,2.5,3.7,5.6,0.8,1.8,1.8,2.6,1.8,0.2,-0.5,-0.1,1.4,1.7,1.6,-0.1,1.9,8.8
SWE,144,Sweden,Inflation,Headline Consumer Price Inflation,7.0,7.4,6.0,6.7,9.9,9.8,10.2,11.4,10.0,7.2,13.7,12.1,8.6,8.9,8.0,7.4,4.2,4.2,5.8,6.4,10.4,9.4,2.4,4.7,2.2,2.5,0.5,0.7,-0.3,0.5,0.9,2.4,2.2,1.9,0.4,0.5,1.4,2.2,3.4,-0.5,1.2,3.0,0.9,0.0,-0.2,0.0,1.0,1.9,2.0,1.6,0.5,2.2,8.4
SWZ,734,Swaziland,Inflation,Headline Consumer Price Inflation,1.8,2.3,2.4,11.5,19.3,12.0,6.5,20.8,8.5,16.5,18.2,20.1,10.8,11.6,12.9,20.5,13.7,13.4,20.4,7.5,13.1,8.9,7.6,12.0,13.8,12.3,6.4,7.1,8.1,6.1,12.2,5.9,12.0,7.3,3.4,4.9,5.2,8.1,12.7,7.4,4.5,6.1,8.9,5.6,5.7,5.0,7.8,6.2,4.8,2.6,4.1,3.7,4.8
SYC,718,Seychelles,Inflation,Headline Consumer Price Inflation,14.9,14.6,20.9,18.2,24.4,18.6,14.9,15.0,11.8,12.5,13.5,10.5,-0.9,6.6,1.2,0.6,2.4,2.2,0.5,3.3,4.0,2.0,2.0,-0.3,2.2,0.5,-2.1,1.8,2.7,6.3,6.3,6.0,0.2,3.3,3.9,0.6,-1.9,5.3,37.0,31.8,-2.4,2.6,7.1,4.3,1.4,4.0,-1.0,2.9,3.7,1.8,3.9,9.8,2.6
SYR,463,Syrian Arab Republic,Inflation,Headline Consumer Price Inflation,4.6,5.6,2.1,20.4,15.5,11.5,11.4,12.0,4.8,4.6,19.3,18.4,14.3,6.0,9.5,16.8,36.2,71.4,30.0,15.4,11.1,9.0,11.1,13.2,15.3,7.7,8.9,1.9,-1.0,-3.7,-3.9,3.4,-0.5,5.8,4.4,7.2,10.4,4.7,15.2,2.8,4.4,4.8,36.7,90.0,29.0,26.0,25.0,,,,,,
TCA,796,Turks and Caicos Islands,Inflation,Headline Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.5,3.7,3.9,4.1,3.2,5.2,3.1,2.5,2.3,2.2,2.0,2.1,2.1,2.2,2.3,,
TCD,628,Chad,Inflation,Headline Consumer Price Inflation,8.5,6.2,2.9,5.4,11.3,15.7,3.3,8.4,9.9,8.2,8.6,8.1,6.4,7.9,20.3,5.1,-13.1,-2.7,14.9,-4.9,0.5,4.2,-3.8,-10.9,41.3,5.4,11.3,5.6,4.3,-8.4,3.8,12.4,5.2,-1.8,-4.8,3.3,8.1,-7.4,8.3,10.1,-2.1,1.9,7.7,0.2,1.7,6.8,-1.1,-0.9,4.3,-1.0,2.8,-0.8,5.8
TGO,742,Togo,Inflation,Headline Consumer Price Inflation,4.5,6.5,7.7,3.6,12.8,18.0,11.6,22.5,0.4,7.5,12.3,19.7,11.1,9.4,-3.5,-1.8,4.1,0.1,-0.2,-1.0,1.1,0.2,1.6,-0.1,35.3,15.8,4.6,5.3,1.0,-0.1,1.9,3.9,3.1,-0.9,0.4,6.8,2.2,0.9,8.7,3.7,1.4,3.6,2.6,1.8,0.2,1.8,0.9,-0.2,0.9,0.7,1.8,4.6,8.0
THA,578,Thailand,Inflation,Headline Consumer Price Inflation,0.8,0.3,5.0,15.6,24.3,5.1,4.2,7.6,8.0,9.8,19.8,12.6,5.3,3.8,0.8,2.4,1.8,2.4,3.9,5.4,5.8,5.7,4.1,3.3,5.1,5.8,5.9,5.6,8.2,0.4,1.5,1.4,0.7,1.8,2.8,4.5,4.7,2.2,5.4,-0.8,3.3,3.8,3.0,2.2,1.9,-0.9,0.2,0.7,1.1,0.7,-0.8,1.2,6.1
TJK,923,Tajikistan,Inflation,Headline Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,2600.7,350.4,612.5,418.5,88.0,43.2,27.5,32.9,38.6,12.2,16.3,7.1,7.1,10.0,13.1,20.5,7.4,6.9,12.5,5.8,5.0,6.0,5.5,6.0,7.3,3.8,7.8,8.6,8.9,6.6
TKM,925,Turkmenistan,Inflation,Headline Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,3102.4,1748.3,1005.3,992.4,83.7,16.8,23.5,8.0,11.6,8.8,5.6,5.9,10.7,8.2,6.3,14.5,-2.7,4.4,5.3,5.3,6.8,6.0,7.4,3.6,8.0,13.3,5.1,7.6,15.0,11.5
TLS,537,Timor-Leste,Inflation,Headline Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,3.2,1.1,3.9,10.3,9.1,0.7,6.8,13.5,11.8,11.0,0.9,0.7,-1.5,0.5,2.3,1.0,0.5,3.8,7.0
TON,866,Tonga,Inflation,Headline Consumer Price Inflation,-1.2,2.1,6.5,20.8,14.6,10.1,7.1,17.5,9.6,5.5,-7.3,14.9,10.9,9.7,7.9,5.2,29.9,7.7,10.3,4.0,5.6,13.9,8.6,1.8,3.9,-0.5,2.7,1.9,3.3,4.5,6.3,8.3,10.4,11.6,11.0,8.7,6.1,5.8,10.4,1.4,3.5,6.3,1.1,2.1,1.2,-1.1,2.6,7.4,2.9,3.3,0.2,1.4,11.0
TTO,369,Trinidad and Tobago,Inflation,Headline Consumer Price Inflation,2.5,3.5,9.3,14.8,22.0,17.0,10.7,11.7,10.3,14.7,17.5,14.3,11.6,15.2,13.3,7.6,7.7,10.8,7.8,11.4,11.1,3.8,6.5,10.8,8.8,5.3,3.2,3.7,5.6,3.4,3.6,5.6,4.1,3.8,3.8,6.8,8.3,7.9,12.1,7.1,10.5,5.1,9.3,5.1,5.7,4.7,3.1,1.9,1.0,1.0,0.6,2.1,5.5
TUN,744,Tunisia,Inflation,Headline Consumer Price Inflation,1.1,5.8,2.2,4.4,4.3,9.2,5.6,5.4,5.5,8.4,8.8,9.5,14.2,9.4,8.7,7.4,6.1,8.4,7.3,7.8,6.4,8.2,5.8,3.9,4.8,6.2,3.8,3.6,3.1,2.7,3.0,1.9,2.8,2.7,3.6,2.0,4.1,3.4,4.9,3.6,4.3,3.2,4.6,5.3,4.6,4.4,3.6,5.3,7.3,6.7,5.6,5.7,8.3
TUR,186,Turkey,Inflation,Headline Consumer Price Inflation,6.9,19.0,15.4,13.9,23.9,21.2,17.5,26.0,61.9,63.5,94.3,37.6,29.1,31.4,48.4,45.0,34.6,38.9,68.8,63.3,60.3,66.0,70.1,66.1,105.2,89.1,80.4,85.7,84.6,64.9,54.9,54.4,45.0,21.6,8.6,8.2,9.6,8.8,10.4,6.3,8.6,6.5,8.9,7.5,8.9,7.7,7.8,11.1,16.3,15.2,12.3,19.6,72.3
TUV,869,Tuvalu,Inflation,Headline Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,5.1,2.9,2.4,3.2,4.2,2.3,10.4,-0.3,-1.9,0.5,1.4,2.0,1.1,3.1,3.5,4.1,2.1,2.2,1.6,2.9,11.5
TZA,738,Tanzania,Inflation,Headline Consumer Price Inflation,3.5,4.8,7.6,10.4,19.6,26.1,6.9,11.6,6.6,12.9,30.2,25.7,28.9,27.1,36.1,33.3,32.4,29.9,31.2,25.8,36.4,25.2,20.7,26.1,37.9,26.8,21.0,16.1,12.8,7.9,6.0,5.1,4.6,4.4,4.1,4.4,7.3,7.0,10.3,12.1,7.2,12.7,16.0,7.8,6.1,5.6,5.2,5.3,3.5,3.4,3.3,3.7,4.4
UGA,746,Uganda,Inflation,Headline Consumer Price Inflation,9.8,15.8,-3.0,24.4,67.2,20.2,54.6,68.1,49.5,94.9,99.2,100.0,100.0,150.0,16.7,100.0,143.8,215.4,166.7,130.8,45.4,20.8,42.2,30.0,5.8,6.8,7.5,7.7,5.8,5.8,3.4,1.9,-0.3,8.7,3.7,8.6,7.2,6.1,12.0,13.0,4.0,18.7,14.0,5.5,4.3,3.7,5.2,5.6,2.6,2.9,3.8,2.2,7.2
UKR,926,Ukraine,Inflation,Headline Consumer Price Inflation,0.2,-0.2,-0.1,0.0,0.1,0.1,0.0,0.4,0.8,1.1,1.3,1.0,2.8,0.7,-0.9,0.3,1.5,1.5,-0.1,2.2,2.2,2.2,2.2,4660.6,861.1,376.0,77.8,15.6,10.7,22.8,28.3,11.9,0.7,5.2,9.0,13.5,9.1,12.9,25.2,15.9,9.3,7.9,0.6,-0.2,12.1,48.6,14.0,14.4,10.9,7.9,2.7,9.4,20.2
URY,298,Uruguay,Inflation,Headline Consumer Price Inflation,16.3,24.0,76.5,97.0,77.2,81.4,50.6,58.2,44.5,66.8,63.5,34.0,19.0,49.2,55.3,72.2,76.4,61.1,63.1,80.9,112.2,102.1,68.5,54.1,44.8,42.3,28.3,19.8,10.8,5.7,4.8,4.4,14.0,19.4,9.2,4.7,6.4,8.1,7.9,7.1,6.7,8.1,8.1,8.6,8.9,8.7,9.6,6.2,7.6,7.9,9.8,7.7,9.1
USA,111,United States,Inflation,Headline Consumer Price Inflation,5.9,4.3,3.3,6.2,11.1,9.1,5.7,6.5,7.6,11.3,13.5,10.3,6.1,3.2,4.3,3.5,1.9,3.7,4.1,4.8,5.4,4.2,3.0,3.0,2.6,2.8,2.9,2.3,1.6,2.2,3.4,2.8,1.6,2.3,2.7,3.4,3.2,2.9,3.8,-0.4,1.6,3.2,2.1,1.5,1.6,0.1,1.3,2.1,2.4,1.8,1.2,4.7,8.0
UZB,927,Uzbekistan,Inflation,Headline Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,645.1,534.2,1568.3,304.6,54.0,70.9,29.0,29.1,25.0,27.3,27.3,12.5,7.3,10.7,13.1,11.2,13.1,12.3,12.3,12.4,11.9,11.7,9.1,8.5,8.0,13.9,17.7,14.5,12.9,10.7,11.4
VCT,364,St. Vincent and the Grenadines,Inflation,Headline Consumer Price Inflation,6.8,6.5,2.6,16.3,35.5,14.2,11.3,10.2,8.4,15.6,17.2,12.7,7.2,5.5,2.7,2.1,1.2,2.9,0.4,2.6,7.2,-0.4,0.5,4.3,0.3,1.7,4.4,0.4,2.1,1.0,0.2,1.4,0.7,0.1,2.9,3.4,3.0,7.0,10.1,0.4,0.8,3.2,2.6,0.8,0.2,-1.7,-0.2,2.2,1.2,0.9,-0.6,1.6,5.7
VEN,299,"Venezuela, RB",Inflation,Headline Consumer Price Inflation,2.5,3.2,2.8,4.1,8.3,10.3,7.6,7.8,7.2,12.3,21.6,16.0,9.7,6.3,11.6,11.4,11.6,28.1,29.5,84.4,40.7,34.2,31.4,38.1,60.8,60.0,99.8,50.1,35.8,23.6,16.2,12.5,22.4,31.1,21.7,16.0,13.6,18.7,30.4,27.1,28.2,26.1,21.1,40.6,62.1,121.4,254.4,438.1,65374.1,19906.0,2355.2,1588.5,200.9
VGB,284,British Virgin Islands,Inflation,Headline Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.9,0.8,1.1,1.2,2.1,1.4,0.4,2.8,
VNM,582,Vietnam,Inflation,Headline Consumer Price Inflation,36.8,18.2,25.3,44.4,55.0,5.0,5.0,5.0,4.1,4.0,25.2,69.6,95.4,49.5,64.9,91.6,453.5,360.4,374.4,95.8,36.0,81.8,37.7,8.4,9.5,16.9,5.6,3.1,8.1,4.1,-1.8,-0.3,4.1,3.2,7.8,8.3,7.4,8.3,23.1,6.7,9.2,18.7,9.1,6.6,4.1,0.6,2.7,3.5,3.5,2.8,3.2,1.8,3.2
VUT,846,Vanuatu,Inflation,Headline Consumer Price Inflation,1.5,6.5,8.8,6.4,29.1,3.7,0.3,4.7,6.7,3.4,11.2,26.8,6.7,1.7,5.5,1.1,4.8,16.0,8.8,7.7,4.8,6.5,4.1,3.6,2.3,2.2,0.9,2.8,2.3,3.2,2.5,3.6,2.0,3.0,1.4,1.2,2.0,3.9,4.8,4.3,2.8,0.9,1.3,1.5,0.8,2.5,0.8,3.1,2.3,2.7,2.9,2.3,4.6
WSM,862,Samoa,Inflation,Headline Consumer Price Inflation,2.7,4.8,7.5,11.8,25.0,8.8,4.9,14.6,2.1,11.1,33.0,20.5,18.3,16.5,11.9,9.1,2.7,11.2,3.2,12.3,8.5,-1.8,9.0,1.7,12.1,-2.9,5.4,6.9,5.4,0.4,-0.2,1.9,7.4,4.4,7.8,7.8,3.2,4.5,6.3,14.6,-0.2,2.9,6.2,-0.2,-1.2,1.9,0.1,1.3,4.2,2.2,-1.6,-3.0,11.0
XXK,383,Kosovo,Inflation,Headline Consumer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1,-1.1,-1.4,0.6,4.4,9.3,-2.4,3.5,7.3,2.5,1.8,0.4,-0.5,0.3,1.5,1.1,2.7,0.2,3.4,11.7
YEM,474,"Yemen, Rep.",Inflation,Headline Consumer Price Inflation,5.0,5.7,4.5,16.4,23.7,12.0,3.7,5.2,2.9,13.8,10.0,3.8,9.5,10.7,1.5,5.1,0.8,2.8,0.0,18.0,36.0,44.9,51.2,61.7,71.3,63.9,38.8,4.6,11.5,7.9,11.0,11.9,12.2,10.8,12.5,9.9,10.8,7.9,19.0,3.7,11.2,19.5,9.9,11.0,8.1,39.4,5.0,30.4,27.6,10.0,26.2,45.7,29.1
ZAF,199,South Africa,Inflation,Headline Consumer Price Inflation,4.1,6.0,6.4,9.4,11.7,13.4,11.0,11.2,11.1,13.3,13.7,15.3,14.6,12.3,11.5,16.3,18.7,16.2,12.8,14.7,14.3,15.3,13.9,9.7,8.9,8.7,7.4,8.6,6.9,5.2,5.3,5.7,9.5,5.7,-0.7,2.1,3.2,6.2,10.1,7.3,4.1,5.0,5.7,5.8,6.1,4.5,6.6,5.3,4.5,4.1,3.2,4.6,7.0
ZMB,754,Zambia,Inflation,Headline Consumer Price Inflation,2.6,6.0,5.1,6.5,8.1,10.1,18.8,19.8,16.4,9.7,11.7,14.0,12.5,19.7,20.0,37.4,54.8,47.0,54.0,128.3,89.9,103.2,160.6,182.7,53.9,34.8,43.3,24.3,24.6,26.7,26.1,21.2,22.3,21.3,18.0,18.3,9.1,10.6,12.4,13.4,8.5,6.4,6.6,7.0,7.8,10.1,17.9,6.6,7.5,9.8,15.7,22.0,11.0
ZWE,698,Zimbabwe,Inflation,Headline Consumer Price Inflation,2.1,3.0,2.8,3.1,6.6,10.0,11.0,10.3,5.7,18.2,5.4,5.6,0.6,-8.5,-1.9,-16.0,10.7,12.8,-1.1,-3.8,1.3,-13.1,-3.0,0.4,-2.8,15.2,6.0,-1.0,-28.0,-13.4,4.5,-37.2,-34.4,-8.6,113.6,-31.5,33.0,-72.7,157.0,6.2,3.0,3.5,3.7,1.6,-0.2,-2.4,-1.6,0.9,10.6,255.3,557.2,98.5,104.7
